Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
73,Minecraft,X360,1.140551972659121,Misc,Microsoft Game Studios,6.5086361616430555,5.310027293348254,-0.18682556843906833,3.828224418369714,5.570845455595383
74,Animal Crossing: New Leaf,3DS,0.9675721945051836,Simulation,Nintendo,2.1371634851480987,4.300797806181008,13.8457058755688,1.9192478343919508,5.50010504554502
75,Mario Party DS,DS,0.1026733037354969,Misc,Nintendo,5.137193753330912,3.430090013330835,6.150446696596743,3.457034527040704,5.455088420967516
76,The Elder Scrolls V: Skyrim,X360,0.7945924163512463,Role-Playing,Bethesda Softworks,5.835159978989771,5.369393733769857,0.07183860564402601,4.25244143703144,5.339331386339648
77,Super Mario Kart,SNES,-2.4920233685735633,Racing,Nintendo,4.01065177507451,2.1636059510033108,12.067389678747526,0.6996239057394906,5.28788381539393
78,FIFA 16,PS4,1.4865115289669957,Sports,Electronic Arts,1.0351115498972698,11.701814045407477,-0.05749348139752118,6.426553657672781,5.1142482634521285
79,Wii Party,Wii,0.6216126381973089,Misc,Nintendo,1.8677730120867853,6.695244236518984,7.799430806376471,3.3509802723752733,5.1142482634521285
80,Halo 2,XB,-0.41626603072631513,Shooter,Microsoft Game Studios,8.027018827988643,2.73748154174547,-0.08982650315790797,0.16935263241233423,5.1142482634521285
81,Mario Party 8,Wii,0.1026733037354969,Misc,Nintendo,4.341267355649759,4.2612201792332725,4.857125826181271,3.6161159090388515,5.069231638874624
82,Pokemon Black 2/Pokemon White 2,DS,0.9675721945051836,Role-Playing,Nintendo,3.239215420398929,3.3905123863831,9.901077220801612,2.0253020890573823,5.01135312156069
83,FIFA Soccer 13,PS3,0.9675721945051836,Action,Electronic Arts,0.9738864423833348,9.703143884546854,0.1688376709251864,10.403588207626454,4.953474604246757
84,The Sims 3,PC,0.4486328600433716,Simulation,Electronic Arts,0.8759262703610387,12.41421133046671,-0.25149161195984193,3.5100616543734198,4.869872301459963
85,GoldenEye 007,N64,-1.6271244778038765,Shooter,Nintendo,6.77802663470437,3.687344588491113,0.1688376709251864,0.5405425237413437,4.857010408723533
86,Mario & Sonic at the Olympic Games,Wii,0.1026733037354969,Sports,Sega,2.835129710806958,7.427430335052084,1.8824878242256866,4.5706042010277335,4.8377175696188885
87,Final Fantasy X,PS2,-0.9352053651881271,Role-Playing,Sony Computer Entertainment,3.239215420398929,3.8060774693343182,8.575423328625753,1.4950308157302257,4.831286623250674
88,Final Fantasy VIII,PS,-1.281164921496002,Role-Playing,SquareSoft,2.467779065723348,3.113468997748954,11.485395287060564,0.964759542403069,4.709098642254591
89,Pokémon Platinum Version,DS,0.27565308188943427,Role-Playing,Nintendo,3.1290102268738456,3.2322018785921593,8.446091241584206,2.66162761704997,4.696236749518161
90,Pac-Man,2600,-4.221821150112937,Puzzle,Atari,8.590289817116846,0.6002896865677732,-0.25149161195984193,0.16935263241233423,4.676943910413516
91,Grand Theft Auto: Liberty City Stories,PSP,-0.2432862525723778,Action,Take-Two Interactive,3.2269703988961416,5.310027293348254,0.524500910289441,9.024882896975848,4.619065393099582
92,Super Mario Galaxy 2,Wii,0.6216126381973089,Platform,Nintendo,4.157592033107954,4.4986859409196835,2.9171445205580637,3.1388717630444107,4.599772553994939
93,Star Wars Battlefront (2015),PS4,1.4865115289669957,Shooter,Electronic Arts,3.263705463404503,6.220312713146162,0.4598348667686675,6.267472275674634,4.586910661258508
94,Call of Duty: Advanced Warfare,PS4,1.3135317508130584,Shooter,Activision,3.1045201838682717,6.2401015266200295,0.2011706926855732,7.009852058332654,4.541894036681004
95,The Legend of Zelda: Ocarina of Time,N64,-1.4541446996499392,Action,Nintendo,4.69637297923058,3.4498788268047025,4.436796543296243,0.5935696510740595,4.541894036681004
96,Crash Bandicoot 2: Cortex Strikes Back,PS,-1.6271244778038765,Platform,Sony Computer Entertainment,4.304532291141397,4.003965604072994,3.9841342386508276,1.3889765610647944,4.529032143944574
97,Super Mario Bros. 2,NES,-3.183942481189313,Platform,Nintendo,6.275980753090103,2.044873070160105,2.0118199112672337,0.7526510330722064,4.4518607875259955
98,Super Smash Bros. for Wii U and 3DS,3DS,1.3135317508130584,Fighting,Nintendo,3.6433011299909,2.3812828992158543,7.573099654053762,2.0253020890573823,4.445429841157781
99,Call of Duty: World at War,X360,0.27565308188943427,Shooter,Activision,5.541279462922883,3.46966764027857,-0.25149161195984193,3.4040073997079885,4.393982270212062
100,Battlefield 3,X360,0.7945924163512463,Shooter,Electronic Arts,5.137193753330912,3.9248103501775238,-0.05749348139752118,3.4040073997079885,4.374689431107417
101,The Legend of Zelda: Twilight Princess,Wii,-0.07030647441844044,Action,Nintendo,4.365757398655332,4.04354323102073,1.6884896936633655,3.457034527040704,4.355396592002773
102,Call of Duty: Black Ops 3,XOne,1.4865115289669957,Shooter,Activision,5.2106638823476334,3.8456550962820537,-0.21915859019945516,3.2979531450425577,4.348965645634558
103,Just Dance,Wii,0.4486328600433716,Misc,Ubisoft,3.973916710566148,5.705803562825605,-0.25149161195984193,3.6161159090388515,4.329672806529913
104,Battlefield 3,PS3,0.7945924163512463,Shooter,Electronic Arts,3.165745291382207,5.50791542808693,0.8801641496536958,5.578119620349331,4.303949021057054
105,Need for Speed Underground,PS2,-0.5892458088802525,Racing,Electronic Arts,3.6800361944992606,5.310027293348254,0.007172562123252413,5.153902601687605,4.28465618195241
106,Tekken 3,PS,-1.4541446996499392,Fighting,Sony Computer Entertainment,3.6800361944992606,4.102909671442333,4.275131434494308,1.2829223063993629,4.258932396479549
107,Crash Bandicoot 3: Warped,PS,-1.4541446996499392,Platform,Sony Computer Entertainment,4.182082076113527,3.172835438170557,4.3397974780150825,1.2298951790666475,4.239639557374905
108,Super Smash Bros. Melee,GC,-0.9352053651881271,Fighting,Nintendo,5.075968645816977,1.7678296815259595,4.242798412733921,0.9117324150703533,4.201053879165616
109,Mario Kart 8,WiiU,1.3135317508130584,Racing,Nintendo,3.5086058934602424,3.8060774693343182,3.8548021516092805,2.343464853053676,4.130313469115252
110,Fallout 4,PS4,1.4865115289669957,Role-Playing,Bethesda Softworks,2.7004344742763013,5.943269324512016,0.524500910289441,5.578119620349331,4.130313469115252
111,Mario Kart: Double Dash!!,GC,-0.5892458088802525,Racing,Nintendo,4.720863022236156,3.212413065118292,2.5614812811938092,0.7526510330722064,4.123882522747038
112,Just Dance 4,Wii,0.9675721945051836,Misc,Ubisoft,4.745353065241729,4.083120857968465,-0.25149161195984193,2.7146547443826856,4.0981587372741775
113,FIFA 14,PS3,1.140551972659121,Sports,Electronic Arts,0.6310258403052988,8.258560500954522,-0.025160459637134362,8.918828642310416,4.091727790905963
114,Need for Speed Underground 2,PS2,-0.41626603072631513,Racing,Electronic Arts,2.994314990343189,5.686014749351738,0.007172562123252413,5.525092493016615,4.091727790905963
115,Medal of Honor: Frontline,PS2,-0.7622255870341899,Shooter,Electronic Arts,3.263705463404503,5.151716785557314,0.29816975796673356,4.994821219689459,4.046711166328459
116,Uncharted 3: Drake's Deception,PS3,0.7945924163512463,Action,Sony Computer Entertainment,3.067785119359911,5.250660852926651,0.36283580148750716,5.3660111110184685,4.046711166328459
117,Crash Bandicoot,PS,-1.800104255957814,Platform,Sony Computer Entertainment,3.6310561084881128,4.360164246602611,2.7878124335165166,1.3359494337320785,4.040280219960244
118,Zumba Fitness,Wii,0.6216126381973089,Sports,505 Games,3.9616716890633614,4.934039837344771,-0.25149161195984193,3.2979531450425577,4.033849273592029
119,Gears of War 2,X360,0.27565308188943427,Shooter,Microsoft Game Studios,4.757598086744516,3.509245267226305,-0.05749348139752118,3.1388717630444107,4.001694541750955
120,Uncharted 2: Among Thieves,PS3,0.4486328600433716,Action,Sony Computer Entertainment,3.6800361944992606,4.162276111863935,0.4275018450082807,5.047848347022174,3.9824017026463103
121,Call of Duty 4: Modern Warfare,PS3,0.1026733037354969,Shooter,Activision,3.471870828951882,4.2612201792332725,0.6538329973309883,5.259956856353037,3.975970756278095
122,FIFA 12,PS3,0.7945924163512463,Sports,Electronic Arts,0.7044959693220209,8.258560500954522,0.10417162740441278,7.2749876949962315,3.9566779171734505
123,Big Brain Academy,DS,-0.2432862525723778,Misc,Nintendo,1.7208327540533412,5.211083225978916,4.921791869702045,3.0328175083789795,3.943816024437021
124,Red Dead Redemption,PS3,0.6216126381973089,Action,Take-Two Interactive,3.092275162365485,4.874673396923168,0.29816975796673356,5.206929729020321,3.8987993998595165
125,FIFA 15,PS4,1.3135317508130584,Sports,Electronic Arts,0.6432708618080859,8.19919406053292,-0.08982650315790797,7.540123331659809,3.8923684534913017
126,Donkey Kong Country Returns,Wii,0.6216126381973089,Platform,Nintendo,3.6555461514936867,3.350934759435365,3.078809629359998,2.237410598388245,3.8923684534913017
127,The Elder Scrolls V: Skyrim,PS3,0.7945924163512463,Role-Playing,Bethesda Softworks,2.798394646298597,5.072561531661844,0.5568339320498279,5.312983983685752,3.8730756143866567
128,The Legend of Zelda,NES,-3.5299020374971875,Action,Nintendo,4.2555522051302495,1.5501527333134164,5.212789065545525,0.4875153964086282,3.8409208825455825
129,Assassin's Creed III,PS3,0.9675721945051836,Action,Ubisoft,2.90859983982368,4.77572932955383,0.26583673620634674,5.790228129680193,3.8344899361773677
130,Halo: Combat Evolved,XB,-0.9352053651881271,Shooter,Microsoft Game Studios,5.773934871475837,2.2823388318465163,0.007172562123252413,0.1163255050796186,3.7894733115998633
131,Pokémon Emerald Version,GBA,-0.41626603072631513,Role-Playing,Nintendo,2.822884689304171,2.836425609114808,6.409110870679838,0.8587052877376377,3.776611418863434
132,Kingdom Hearts,PS2,-0.7622255870341899,Role-Playing,Sony Computer Entertainment,4.1331019901023796,2.0844506971078403,4.56612863033779,0.1163255050796186,3.7701804724952193
133,Pokémon Crystal Version,GB,-1.1081851433420646,Role-Playing,Nintendo,2.798394646298597,2.796847982167073,3.919468195130054,4.994821219689459,3.763749526127004
